Transaction Code,Transaction Description,Transaction Category,Posting date of transaction,Transaction Date,Merchant Info DBA Name,Transaction Amount,Debit or Credit,Merchant Category Code,Merchant City,Merchant Country,Merchant Postal Code,Merchant State/Province,Conversion Rate
3001,A30 EXPRESS SALABERRY-DE- QC,1,2025-10-15,2025-10-13,A30 EXPRESS,17.25,Debit,4784.0,SALABERRY-DE-,CAN,J6S0J8,QC,0.0
3001,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-10-15,2025-10-13,AB TRANSP 403-340-5075,218.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,PILOT 1025 CHANNELVIEW TX,1,2025-10-15,2025-10-14,PILOT 1025,452.22,Debit,5541.0,CHANNELVIEW,USA,77530,TX,1.403588585
3001,EDMONTON KUBOTA EDMONTON AB,1,2025-10-15,2025-10-14,EDMONTON KUBOTA,1082.41,Debit,763.0,EDMONTON,CAN,T5V 1S7,AB,0.0
3001,BRANDT TRACTOR WHITBY ON,1,2025-10-15,2025-10-14,BRANDT TRACTOR,1513.58,Debit,5599.0,WHITBY,CAN,L1N 2C2,ON,0.0
3001,TA PHOENIX PHOENIX AZ,1,2025-10-15,2025-10-14,TA PHOENIX,31.75,Debit,5541.0,PHOENIX,USA,85043,AZ,1.408181818
3001,WSDOT COMMERCIAL VEHIC TUMWATER WA,1,2025-10-15,2025-10-14,WSDOT COMMERCIAL VEHIC,1524.93,Debit,9399.0,TUMWATER,USA,98504,WA,1.403700454
3001,TXDMV OS PERMIT TPE AUSTIN TX,1,2025-10-15,2025-10-14,TXDMV OS PERMIT TPE,691.76,Debit,9399.0,AUSTIN,USA,78731,TX,1.403593786
3001,GLASVAN TRAILERS WHITBY ON,1,2025-10-16,2025-10-15,GLASVAN TRAILERS,664.73,Debit,5561.0,WHITBY,CAN,L1N2C2,ON,0.0
3001,SQ *TACOMA WWIT Tacoma WA,1,2025-10-16,2025-10-15,SQ *TACOMA WWIT,144.07,Debit,4121.0,Tacoma,USA,98421,WA,1.4056
3001,ROJ ENTERPRISES INC. KAMLOOPS BC,1,2025-10-16,2025-10-15,ROJ ENTERPRISES INC.,1339.79,Debit,7538.0,KAMLOOPS,CAN,V2H1C4,BC,0.0
3001,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-10-16,2025-10-14,AB TRANSP 403-340-5075,170.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,WSDOT COMMERCIAL VEHIC TUMWATER WA,1,2025-10-16,2025-10-15,WSDOT COMMERCIAL VEHIC,62.24,Debit,9399.0,TUMWATER,USA,98504,WA,1.403606103
3001,LOVE'S #0772 INSIDE BATH NY,1,2025-10-16,2025-10-15,LOVE'S #0772 INSIDE,689.25,Debit,5541.0,BATH,USA,14810,NY,1.405602007
3001,SYLECTUS 905-287-1321 ON,1,2025-10-16,2025-10-16,SYLECTUS,978.6,Debit,5817.0,905-287-1321,CAN,L5L 6A9,ON,0.0
3001,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-10-16,2025-10-14,AB TRANSP 403-340-5075,2.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,BC PERMIT CENTRE VICTORIA BC,1,2025-10-16,2025-10-14,BC PERMIT CENTRE,248.0,Debit,9399.0,VICTORIA,CAN,V8W9T5,BC,0.0
3001,TA PHOENIX PHOENIX AZ,1,2025-10-16,2025-10-15,TA PHOENIX,31.69,Debit,5541.0,PHOENIX,USA,85043,AZ,1.405454545
3001,CHRIS PAGE AND ASSOCIA EDMONTON AB,1,2025-10-16,2025-10-14,CHRIS PAGE AND ASSOCIA,118.48,Debit,7399.0,EDMONTON,CAN,T5L 3B2,AB,0.0
3001,WSDOT COMMERCIAL VEHIC TUMWATER WA,1,2025-10-16,2025-10-15,WSDOT COMMERCIAL VEHIC,78.55,Debit,9399.0,TUMWATER,USA,98504,WA,1.403736948
3001,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-10-16,2025-10-14,AB TRANSP 403-340-5075,2.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,AMZN Mktp CA*NM4B08QC1 866-216-1072 ON,1,2025-10-16,2025-10-16,AMZN Mktp CA*NM4B08QC1,37.86,Debit,4816.0,866-216-1072,CAN,M5J 2T3,ON,0.0
3001,LOVE'S #0448 INSIDE TACOMA WA,1,2025-10-16,2025-10-15,LOVE'S #0448 INSIDE,1440.74,Debit,5541.0,TACOMA,USA,98424,WA,1.4056
3001,PILOT 917 GREAT FALLS MT,1,2025-10-16,2025-10-15,PILOT 917,861.68,Debit,5541.0,GREAT FALLS,USA,59404,MT,1.405597913
3001,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-10-16,2025-10-14,AB TRANSP 403-340-5075,170.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,2025-10-17,2025-10-16,DTOPS SINGLE CROSSING,29.97,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.405769231
3001,VCN*IDAHODOT BOISE ID,1,2025-10-17,2025-10-16,VCN*IDAHODOT,67.49,Debit,9399.0,BOISE,USA,83703,ID,1.405636208
3001,PZG**MT DEPT TRANSPORT HELENA MT,1,2025-10-17,2025-10-16,PZG**MT DEPT TRANSPORT,15.49,Debit,9399.0,HELENA,USA,59601,MT,1.405581395
3001,TA #215 HARBORCREEK ERIE PA,1,2025-10-17,2025-10-16,TA #215 HARBORCREEK,864.87,Debit,5541.0,ERIE,USA,16510,PA,1.4063
3001,VCN*KANSASMVPERMIT TOPEKA KS,1,2025-10-17,2025-10-16,VCN*KANSASMVPERMIT,293.91,Debit,9399.0,TOPEKA,USA,66611,KS,1.405588235
3001,SD DEPT OF TRANS OPS PIERRE SD,1,2025-10-17,2025-10-16,SD DEPT OF TRANS OPS,785.62,Debit,9399.0,PIERRE,USA,57501,SD,1.40560069
3001,TA PHOENIX PHOENIX AZ,1,2025-10-17,2025-10-16,TA PHOENIX,31.71,Debit,5541.0,PHOENIX,USA,85043,AZ,1.406363636
3001,DEPT OF TRANS TRUCKPER LINCOLN NE,1,2025-10-17,2025-10-15,DEPT OF TRANS TRUCKPER,38.61,Debit,9399.0,LINCOLN,USA,685082532,NE,1.408224299
3001,WAL-MART #3637 SPRUCE GROVE AB,1,2025-10-17,2025-10-15,WAL-MART #3637,27.97,Debit,5411.0,SPRUCE GROVE,CAN,T7X 4H4,AB,0.0
3001,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-10-17,2025-10-15,AB TRANSP 403-340-5075,258.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-10-17,2025-10-15,AB TRANSP 403-340-5075,221.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,PETRO #339 SPOKANE SPOKANE WA,1,2025-10-17,2025-10-16,PETRO #339 SPOKANE,1272.69,Debit,5541.0,SPOKANE,USA,99224,WA,1.406299551
3001,A30 EXPRESS SALABERRY-DE- QC,1,2025-10-17,2025-10-16,A30 EXPRESS,17.25,Debit,4784.0,SALABERRY-DE-,CAN,J6S0J8,QC,0.0
3001,Amazon.ca*NM7QR16A1 866-216-1072 ON,1,2025-10-17,2025-10-16,Amazon.ca*NM7QR16A1,26.59,Debit,4816.0,866-216-1072,CAN,M5J 2T3,ON,0.0
3001,SHELL FLYING J 852 LANCASTER ON,1,2025-10-17,2025-10-16,SHELL FLYING J 852,25.0,Debit,5541.0,LANCASTER,CAN,K0C1N0,ON,0.0
3001,PZG**MT DEPT TRANSPORT HELENA MT,1,2025-10-17,2025-10-16,PZG**MT DEPT TRANSPORT,339.3,Debit,9399.0,HELENA,USA,59601,MT,1.405605096
3001,FLYING J 550 MINOT ND,1,2025-10-17,2025-10-16,FLYING J 550,461.21,Debit,5542.0,MINOT,USA,58701,ND,1.406300788
3001,IN *CHESAPEAKE VEHICLE 201-6755085 NJ,1,2025-10-17,2025-10-16,IN *CHESAPEAKE VEHICLE,124.32,Debit,4789.0,201-6755085,USA,071054101,NJ,1.40626087
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,2025-10-17,2025-10-16,DTOPS SINGLE CROSSING,29.97,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.405769231
3001,1000 ISLANDS BRIDGE AU LANSDOWNE ON,1,2025-10-17,2025-10-16,1000 ISLANDS BRIDGE AU,23.75,Debit,4784.0,LANSDOWNE,CAN,K0E1L0,ON,0.0
3001,COFFEE CUP #8 VIVIAN SD,1,2025-10-20,2025-10-19,COFFEE CUP #8,717.34,Debit,5541.0,VIVIAN,USA,57576,SD,1.406996381
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,2025-10-20,2025-10-18,DTOPS SINGLE CROSSING,30.0,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.407211538
3001,LOVE'S #0772 INSIDE BATH NY,1,2025-10-20,2025-10-19,LOVE'S #0772 INSIDE,592.72,Debit,5541.0,BATH,USA,14810,NY,1.406992871
3001,OKC SIZE & WEIGHTS PER OKLAHOMA CITY OK,1,2025-10-20,2025-10-19,OKC SIZE & WEIGHTS PER,63.0,Debit,9399.0,OKLAHOMA CITY,USA,73105,OK,1.407051282
3001,IOWA 80 TRUCKSTOP FU WALCOTT IA,1,2025-10-20,2025-10-17,IOWA 80 TRUCKSTOP FU,101.83,Debit,5541.0,WALCOTT,USA,52773,IA,1.407024501
3001,AMZN Mktp CA*NU3L13GJ0 TORONTO ON,1,2025-10-20,2025-10-19,AMZN Mktp CA*NU3L13GJ0,26.99,Debit,4816.0,TORONTO,CAN,M5J 2T3,ON,0.0
3001,ALLSUPS 2415 MERIDIAN TX,1,2025-10-20,2025-10-16,ALLSUPS 2415,806.97,Debit,5541.0,MERIDIAN,USA,76665,TX,1.406301913
3001,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-10-20,2025-10-16,AB TRANSP 403-340-5075,245.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,MR FUEL 1203 MERIDIAN MS,1,2025-10-20,2025-10-18,MR FUEL 1203,729.02,Debit,5541.0,MERIDIAN,USA,39307,MS,1.407002967
3001,PILOT 049 OAK GROVE KY,1,2025-10-20,2025-10-18,PILOT 049,373.03,Debit,5542.0,OAK GROVE,USA,42262,KY,1.406982139
3001,NDHP-E PERMIT BISMARCK ND,1,2025-10-20,2025-10-19,NDHP-E PERMIT,682.24,Debit,9399.0,BISMARCK,USA,58505,ND,1.406296218
3001,VCN*KANSASMVPERMIT TOPEKA KS,1,2025-10-20,2025-10-19,VCN*KANSASMVPERMIT,63.46,Debit,9399.0,TOPEKA,USA,66611,KS,1.407045455
3001,DOLLAR TREE CANADA #40 EDMONTON AB,1,2025-10-20,2025-10-17,DOLLAR TREE CANADA #40,7.35,Debit,5331.0,EDMONTON,CAN,T5S2V9,AB,0.0
3001,IOWA 80 TRUCKSTOP WALCOTT IA,1,2025-10-20,2025-10-17,IOWA 80 TRUCKSTOP,18.5,Debit,5541.0,WALCOTT,USA,52773,IA,1.406858924
3001,NDHP-E PERMIT BISMARCK ND,1,2025-10-20,2025-10-20,NDHP-E PERMIT,40.39,Debit,9399.0,BISMARCK,USA,58505,ND,1.407142857
3001,DEPT OF TRANS TRUCKPER LINCOLN NE,1,2025-10-20,2025-10-19,DEPT OF TRANS TRUCKPER,38.58,Debit,9399.0,LINCOLN,USA,685082532,NE,1.407102804
3001,COFFEE CUP #8 VIVIAN SD,1,2025-10-20,2025-10-19,COFFEE CUP #8,464.47,Debit,5541.0,VIVIAN,USA,57576,SD,1.407004906
3001,NF BRIDGE COMMISSION L NIAGARA ON TH ON,1,2025-10-20,2025-10-17,NF BRIDGE COMMISSION L,70.0,Debit,4784.0,NIAGARA ON TH,CAN,L0S 1J0,ON,0.0
3001,IOWA 80 TRUCKSTOP FU WALCOTT IA,1,2025-10-20,2025-10-17,IOWA 80 TRUCKSTOP FU,633.91,Debit,5541.0,WALCOTT,USA,52773,IA,1.407007166
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,2025-10-20,2025-10-17,DTOPS SINGLE CROSSING,29.98,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.40625
3001,TXDMV OS PERMIT TPE AUSTIN TX,1,2025-10-20,2025-10-19,TXDMV OS PERMIT TPE,310.04,Debit,9399.0,AUSTIN,USA,78731,TX,1.407014606
3001,LOVE'S #0276 INSIDE LORDSBURG NM,1,2025-10-20,2025-10-18,LOVE'S #0276 INSIDE,1099.13,Debit,5541.0,LORDSBURG,USA,88045,NM,1.407004054
3001,TIM HORTONS #920249 NIAGARA FALLS NY,1,2025-10-20,2025-10-19,TIM HORTONS #920249,13.46,Debit,5814.0,NIAGARA FALLS,USA,14304,NY,1.407288317
3001,FLYING J 965 ELLENSBURG WA,1,2025-10-20,2025-10-19,FLYING J 965,1128.02,Debit,5541.0,ELLENSBURG,USA,98926,WA,1.406995922
3001,BB OF GIRARD # 57 GIRARD OH,1,2025-10-20,2025-10-17,BB OF GIRARD # 57,109.46,Debit,7542.0,GIRARD,USA,444203130,OH,1.406982872
3001,SHELL OIL10083026020 SAUK CENTRE MN,1,2025-10-20,2025-10-17,SHELL OIL10083026020,26.46,Debit,5541.0,SAUK CENTRE,USA,56378,MN,1.40653951
3001,IOWA 80 TRUCKSTOP WALCOTT IA,1,2025-10-20,2025-10-17,IOWA 80 TRUCKSTOP,168.13,Debit,5541.0,WALCOTT,USA,52773,IA,1.407016641
3001,PILOT 917 GREAT FALLS MT,1,2025-10-20,2025-10-17,PILOT 917,832.56,Debit,5541.0,GREAT FALLS,USA,59404,MT,1.407005145
3001,SXM*SIRIUSXM.COM/ACCT NEW YORK NY,1,2025-10-20,2025-10-18,SXM*SIRIUSXM.COM/ACCT,61.97,Debit,4899.0,NEW YORK,USA,10012,NY,1.407028159
3001,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-10-20,2025-10-17,AB TRANSP 403-340-5075,129.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,ONE9 #1482 SAUK CENTRE MN,1,2025-10-20,2025-10-17,ONE9 #1482,407.68,Debit,5542.0,SAUK CENTRE,USA,56378,MN,1.406286462
3001,OKC SIZE & WEIGHTS PER OKLAHOMA CITY OK,1,2025-10-20,2025-10-19,OKC SIZE & WEIGHTS PER,212.98,Debit,9399.0,OKLAHOMA CITY,USA,73105,OK,1.407028711
3001,LOVE'S #0772 INSIDE BATH NY,1,2025-10-20,2025-10-17,LOVE'S #0772 INSIDE,2.88,Debit,5541.0,BATH,USA,14810,NY,1.405
3001,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-10-20,2025-10-17,AB TRANSP 403-340-5075,123.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,BB OF EFFINGHAM WEST # EFFINGHAM IL,1,2025-10-20,2025-10-18,BB OF EFFINGHAM WEST #,124.31,Debit,7542.0,EFFINGHAM,USA,624011990,IL,1.406960557
3001,MI SUPERLOAD WINNIPEG MB,1,2025-10-20,2025-10-17,MI SUPERLOAD,204.41,Debit,8220.0,WINNIPEG,CAN,R3H0C4,MB,0.0
3001,WSDOT COMMERCIAL VEHIC TUMWATER WA,1,2025-10-20,2025-10-17,WSDOT COMMERCIAL VEHIC,1070.51,Debit,9399.0,TUMWATER,USA,98504,WA,1.408306365
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,2025-10-20,2025-10-18,DTOPS SINGLE CROSSING,30.0,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.407211538
3001,LOVE'S #0772 INSIDE BATH NY,1,2025-10-20,2025-10-17,LOVE'S #0772 INSIDE,720.74,Debit,5541.0,BATH,USA,14810,NY,1.406291874
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,2025-10-20,2025-10-17,DTOPS SINGLE CROSSING,19.38,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.405947955
3001,VCN*KANSASMVPERMIT TOPEKA KS,1,2025-10-20,2025-10-19,VCN*KANSASMVPERMIT,63.46,Debit,9399.0,TOPEKA,USA,66611,KS,1.407045455
3001,CAT SCALE COMPANY 5632846263 IA,1,2025-10-20,2025-10-18,CAT SCALE COMPANY,25.0,Debit,5046.0,5632846263,USA,52773,IA,0.0
3001,FRONTIER TRAVEL CENTER BOWMAN ND,1,2025-10-20,2025-10-19,FRONTIER TRAVEL CENTER,558.97,Debit,5541.0,BOWMAN,USA,58623,ND,1.407002245
3001,BB OF SHREVEPORT #33 SHREVEPORT LA,1,2025-10-20,2025-10-18,BB OF SHREVEPORT #33,89.55,Debit,7542.0,SHREVEPORT,USA,71129,LA,1.406924316
3001,PILOT 095 WILDWOOD FL,1,2025-10-20,2025-10-19,PILOT 095,508.35,Debit,5541.0,WILDWOOD,USA,34785,FL,1.406990269
3001,PETRO #315 KINGMAN KINGMAN AZ,1,2025-10-20,2025-10-17,PETRO #315 KINGMAN,943.73,Debit,5541.0,KINGMAN,USA,86401,AZ,1.406995935
3001,TA # 146 CARTERSVIL CARTERSVILLE GA,1,2025-10-20,2025-10-18,TA # 146 CARTERSVIL,360.34,Debit,5541.0,CARTERSVILLE,USA,30121,GA,1.406987913
3001,OKC SIZE & WEIGHTS PER OKLAHOMA CITY OK,1,2025-10-20,2025-10-17,OKC SIZE & WEIGHTS PER,2326.63,Debit,9399.0,OKLAHOMA CITY,USA,73105,OK,1.406299564
3001,TA MOCKSVILLE MOCKSVILLE NC,1,2025-10-20,2025-10-19,TA MOCKSVILLE,611.34,Debit,5541.0,MOCKSVILLE,USA,27028,NC,1.407006369
3001,KIMBERS STAPLETON NE,1,2025-10-20,2025-10-18,KIMBERS,760.79,Debit,5541.0,STAPLETON,USA,69163,NE,1.406991072
3001,COFFEE CUP #8 VIVIAN SD,1,2025-10-20,2025-10-19,COFFEE CUP #8,520.46,Debit,5541.0,VIVIAN,USA,57576,SD,1.406993821
3001,TOOT'N TOTUM #100 - PERRTYON TX,1,2025-10-20,2025-10-17,TOOT'N TOTUM #100 -,866.44,Debit,5541.0,PERRTYON,USA,79070,TX,1.406997453
3001,OHIO CAT 04 GIRARD OH,1,2025-10-20,2025-10-17,OHIO CAT 04,260.09,Debit,5046.0,GIRARD,USA,44420,OH,1.406284638
3001,NDHP-E PERMIT BISMARCK ND,1,2025-10-20,2025-10-20,NDHP-E PERMIT,40.39,Debit,9399.0,BISMARCK,USA,58505,ND,1.407142857
3001,BambooHRLLC Draper UT,1,2025-10-20,2025-10-19,BambooHRLLC,532.68,Debit,7399.0,Draper,USA,84020,UT,1.4070013
3001,SD DEPT OF TRANS OPS PIERRE SD,1,2025-10-20,2025-10-17,SD DEPT OF TRANS OPS,36.06,Debit,9399.0,PIERRE,USA,57501,SD,1.4072
3001,SD DEPT OF TRANS OPS PIERRE SD,1,2025-10-20,2025-10-18,SD DEPT OF TRANS OPS,36.06,Debit,9399.0,PIERRE,USA,57501,SD,1.4072
3001,TXDMV OS PERMIT TPE AUSTIN TX,1,2025-10-20,2025-10-19,TXDMV OS PERMIT TPE,88.86,Debit,9399.0,AUSTIN,USA,78731,TX,1.407076773
3001,DEPT OF TRANS TRUCKPER LINCOLN NE,1,2025-10-20,2025-10-19,DEPT OF TRANS TRUCKPER,24.16,Debit,9399.0,LINCOLN,USA,685082532,NE,1.407164179
3001,VCN*NORTHCAROLINADOT GARNER NC,1,2025-10-21,2025-10-20,VCN*NORTHCAROLINADOT,43.27,Debit,9399.0,GARNER,USA,27529,NC,1.407
3001,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-10-21,2025-10-19,AB TRANSP 403-340-5075,932.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,TXDMV OS PERMIT TPE AUSTIN TX,1,2025-10-21,2025-10-20,TXDMV OS PERMIT TPE,693.44,Debit,9399.0,AUSTIN,USA,78731,TX,1.407004555
3001,PILOT 1140 RHOME TX,1,2025-10-21,2025-10-20,PILOT 1140,28.07,Debit,5541.0,RHOME,USA,76078,TX,1.40533607
3001,SERVICE FEE FRANKLIN TN,1,2025-10-21,2025-10-20,SERVICE FEE,7.9,Debit,9399.0,FRANKLIN,USA,37067,TN,1.406934307
3001,TDOT OSOW PERMITS NASHVILLE TN,1,2025-10-21,2025-10-20,TDOT OSOW PERMITS,336.38,Debit,9399.0,NASHVILLE,USA,37243,TN,1.40698821
3001,VA DMV HAULING PERMITS RICHMOND VA,1,2025-10-21,2025-10-20,VA DMV HAULING PERMITS,92.49,Debit,9399.0,RICHMOND,USA,232202051,VA,1.40698581
3001,IN *CHESAPEAKE VEHICLE NEWARK NJ,1,2025-10-21,2025-10-20,IN *CHESAPEAKE VEHICLE,172.7,Debit,4789.0,NEWARK,USA,071054101,NJ,1.407014614
3001,TXDMV OS PERMIT TPE AUSTIN TX,1,2025-10-21,2025-10-20,TXDMV OS PERMIT TPE,531.24,Debit,9399.0,AUSTIN,USA,78731,TX,1.406993159
3001,LOVE'S #0772 INSIDE BATH NY,1,2025-10-21,2025-10-20,LOVE'S #0772 INSIDE,609.9,Debit,5541.0,BATH,USA,14810,NY,1.405404129
3001,83 DINER YORK PA,1,2025-10-21,2025-10-19,83 DINER,27.32,Debit,5812.0,YORK,USA,17406,PA,1.407074974
3001,INTUIT *QuickBooks TORONTO ON,1,2025-10-21,2025-10-20,INTUIT *QuickBooks,141.75,Debit,5734.0,TORONTO,CAN,M5V 0S8,ON,0.0
3001,KYTC MOTOR CARRIERS FRANKFORT KY,1,2025-10-21,2025-10-20,KYTC MOTOR CARRIERS,36.25,Debit,9399.0,FRANKFORT,USA,40601,KY,1.406921241
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,2025-10-21,2025-10-20,DTOPS SINGLE CROSSING,19.37,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.405204461
3001,NF BRIDGE COMMISSION L NIAGARA ON TH ON,1,2025-10-21,2025-10-20,NF BRIDGE COMMISSION L,48.5,Debit,4784.0,NIAGARA ON TH,CAN,L0S 1J0,ON,0.0
3001,CENEX-FUOC OF CARPIO CARPIO ND,1,2025-10-21,2025-10-19,CENEX-FUOC OF CARPIO,744.43,Debit,5541.0,CARPIO,USA,58725,ND,1.407009183
3001,RUTTER'S #106 MILTON PA,1,2025-10-21,2025-10-19,RUTTER'S #106,96.87,Debit,5541.0,MILTON,USA,17847,PA,1.407026947
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,2025-10-21,2025-10-20,DTOPS SINGLE CROSSING,19.37,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.405204461
3001,NF BRIDGE COMMISSION L NIAGARA ON TH ON,1,2025-10-21,2025-10-20,NF BRIDGE COMMISSION L,70.0,Debit,4784.0,NIAGARA ON TH,CAN,L0S 1J0,ON,0.0
3001,SHELL FLYING J #80600 KAPUSKASING ON,1,2025-10-21,2025-10-20,SHELL FLYING J #80600,200.13,Debit,5541.0,KAPUSKASING,CAN,P5N1A1,ON,0.0
3001,LOVE'S #0772 INSIDE BATH NY,1,2025-10-21,2025-10-20,LOVE'S #0772 INSIDE,43.55,Debit,5541.0,BATH,USA,14810,NY,1.405557393
3001,IN *BRANDZ MARKETINGIN STONY PLAIN AB,1,2025-10-21,2025-10-20,IN *BRANDZ MARKETINGIN,178.49,Debit,7311.0,STONY PLAIN,CAN,T7Z 1V6,AB,0.0
3001,KYTC MOTOR CARRIERS FRANKFORT KY,1,2025-10-21,2025-10-20,KYTC MOTOR CARRIERS,89.89,Debit,9399.0,FRANKFORT,USA,40601,KY,1.405448718
3001,83 PIZZA YORK PA,1,2025-10-21,2025-10-19,83 PIZZA,69.37,Debit,5814.0,YORK,USA,17406,PA,1.407068607
3001,FLYING J 626 ST AUGUSTINE FL,1,2025-10-21,2025-10-20,FLYING J 626,27.61,Debit,5541.0,ST AUGUSTINE,USA,32086,FL,1.405320814
3001,CAT SCALE COMPANY 5632846263 IA,1,2025-10-21,2025-10-20,CAT SCALE COMPANY,21.25,Debit,5046.0,5632846263,USA,52773,IA,1.405423729
3001,IA DOT MOTOR CARRIER S ANKENY IA,1,2025-10-22,2025-10-21,IA DOT MOTOR CARRIER S,52.58,Debit,9399.0,ANKENY,USA,50021,IA,1.405479452
3001,AMZN Mktp CA*NU5YO7S10 TORONTO ON,1,2025-10-22,2025-10-22,AMZN Mktp CA*NU5YO7S10,115.62,Debit,4816.0,TORONTO,CAN,M5J 2T3,ON,0.0
3001,IDOT ITAP OS OW SPRINGFILED IL,1,2025-10-22,2025-10-21,IDOT ITAP OS OW,191.49,Debit,9399.0,SPRINGFILED,USA,62764,IL,1.405401339
3001,SD DEPT OF TRANS OPS PIERRE SD,1,2025-10-22,2025-10-21,SD DEPT OF TRANS OPS,123.35,Debit,9399.0,PIERRE,USA,57501,SD,1.405348593
3001,LOVE'S #0894 INSIDE ST. AUGUSTINE FL,1,2025-10-22,2025-10-21,LOVE'S #0894 INSIDE,21.25,Debit,5541.0,ST. AUGUSTINE,USA,32086,FL,1.405423729
3001,FLYING J 493 ST.GEORGE SC,1,2025-10-22,2025-10-21,FLYING J 493,376.51,Debit,5542.0,ST.GEORGE,USA,29477,SC,1.406801731
3001,COSTCO WHOLESALE W1112 EDMONTON AB,1,2025-10-22,2025-10-21,COSTCO WHOLESALE W1112,39.98,Debit,5300.0,EDMONTON,CAN,T5T4K2,AB,0.0
3001,FLYING J 663 WADDY KY,1,2025-10-22,2025-10-21,FLYING J 663,871.89,Debit,5541.0,WADDY,USA,40076,KY,1.405402726
3001,DOLLARAMA #1089 EDMONTON AB,1,2025-10-22,2025-10-21,DOLLARAMA #1089,11.75,Debit,5310.0,EDMONTON,CAN,T5T7C5,AB,0.0
3001,PILOT 1140 RHOME TX,1,2025-10-22,2025-10-21,PILOT 1140,991.84,Debit,5541.0,RHOME,USA,76078,TX,1.405405798
3001,ROAD RANGER #289 TEAGUE TX,1,2025-10-22,2025-10-21,ROAD RANGER #289,590.8,Debit,5541.0,TEAGUE,USA,75860,TX,1.406790003
3001,83 DINER YORK PA,1,2025-10-22,2025-10-21,83 DINER,22.15,Debit,5812.0,YORK,USA,17406,PA,1.406901042
3001,SHOPPERS DRUG MART #03 ST. ALBERT AB,1,2025-10-22,2025-10-20,SHOPPERS DRUG MART #03,130.2,Debit,5912.0,ST. ALBERT,CAN,T8N 7C8,AB,0.0
3001,BB OF BAYTOWN #103 BAYTOWN TX,1,2025-10-22,2025-10-21,BB OF BAYTOWN #103,117.69,Debit,7542.0,BAYTOWN,USA,775211332,TX,1.405385557
3001,FLYING J 693 PEMBROKE NY,1,2025-10-22,2025-10-21,FLYING J 693,952.59,Debit,5541.0,PEMBROKE,USA,14036,NY,1.405395596
3001,COSTCO DELIVERY 656 EDMONTON AB,1,2025-10-22,2025-10-21,COSTCO DELIVERY 656,268.76,Debit,5300.0,EDMONTON,CAN,T5S 0P3,AB,0.0
3001,LOVE'S #0632 INSIDE LIBERAL KS,1,2025-10-22,2025-10-21,LOVE'S #0632 INSIDE,1031.44,Debit,5541.0,LIBERAL,USA,67901,KS,1.405399366
3001,BB OF FLORENCE # 51 FLORENCE SC,1,2025-10-22,2025-10-21,BB OF FLORENCE # 51,156.03,Debit,7542.0,FLORENCE,USA,295010711,SC,1.406839187
3001,LOVE'S TIRE CARE #0906 BRUNSWICK GA,1,2025-10-22,2025-10-21,LOVE'S TIRE CARE #0906,898.18,Debit,7538.0,BRUNSWICK,USA,31523,GA,1.405404972
3001,COSTCO DELIVERY 656 EDMONTON AB,1,2025-10-22,2025-10-21,COSTCO DELIVERY 656,11.69,Debit,5300.0,EDMONTON,CAN,T5S 0P3,AB,0.0
